nothing	word	time	filler
file	"""file"""	12	0
Unless	"""Unless"""	12	0
construction	"""construction"""	12	7
Unless	"""Unless"""	12	2
construction	"""construction"""	12	7
file	"""file"""	12	0
"""construction"	"""""construction"""	12	0
"""19."	"""""19."""	12	5
"""16."	"""""16."""	12	2
"""3."	"""""3."""	12	3
"""7."	"""""7."""	12	2
"""25."	"""""25."""	12	2
"""15."	"""""15."""	12	7
"""23."	"""""23."""	12	0
"""2."	"""""2."""	12	3
"""6."	"""""6."""	12	0
"""20."	"""""20."""	12	2
"""12."	"""""12."""	12	2
"""21."	"""""21."""	12	5
"""In"	"""""In"""	12	2
"""8."	"""""8."""	12	2
"""construction"	"""""construction"""	12	2
"""13."	"""""13."""	12	0
"""9."	"""""9."""	12	2
construction	"""construction"""	12	2
"""17."	"""""17."""	12	0
"""22."	"""""22."""	12	0
"""14."	"""""14."""	12	2
"""5."	"""""5."""	12	5
"""10."	"""""10."""	12	4
"""24."	"""""24."""	12	2
"""4."	"""""4."""	12	3
"""11."	"""""11."""	12	5
"""18."	"""""18."""	12	5
ONEOK	"""ONEOK"""	12	2
ONEOK	"""ONEOK"""	12	0
file	"""file"""	12	0
ONEOK	"""ONEOK"""	12	0
Unless	"""Unless"""	12	0
Enbridge	"""Enbridge"""	12	7
Enbridge	"""Enbridge"""	12	0
Enbridge	"""Enbridge"""	12	0
Enbridge	"""Enbridge"""	12	3
Unless	"""Unless"""	12	0
file	"""file"""	12	7
Unless	"""Unless"""	12	0
SCPLMI	"""SCPLMI"""	12	7
SCPLMI	"""SCPLMI"""	12	0
"""In"	"""""In"""	12	2
SCPLMI	"""SCPLMI"""	12	2
SCPLMl	"""SCPLMl"""	12	0
file	"""file"""	12	2
SCPLMI	"""SCPLMI"""	12	0
"""SCPLMI"	"""""SCPLMI"""	12	0
file	"""file"""	12	5
Genesis	"""Genesis"""	12	0
Genesis	"""Genesis"""	12	5
Genesis	"""Genesis"""	12	2
Genesis	"""Genesis"""	12	0
Unless	"""Unless"""	12	0
Genesis	"""Genesis"""	12	7
file	"""file"""	12	0
file	"""file"""	12	0
file	"""file"""	12	3
file	"""file"""	12	0
construction	"""construction"""	12	3
construction	"""construction"""	12	0
construction	"""construction"""	12	0
Unless	"""Unless"""	12	2
Condition	"""Condition"""	12	7
Enbridge	"""Enbridge"""	12	9
"""file"	"""""file"""	12	3
Unless	"""Unless"""	12	0
Manitoba	"""Manitoba"""	12	7
Unless	"""Unless"""	12	0
Manitoba	"""Manitoba"""	12	7
	""""""	12	0
Manitoba	"""Manitoba"""	12	0
Manitoba	"""Manitoba"""	12	5
Manitoba	"""Manitoba"""	12	0
Manitoba	"""Manitoba"""	12	2
Manitoba	"""Manitoba"""	12	5
file	"""file"""	12	2
file	"""file"""	12	3
TransCanada	"""TransCanada"""	12	3
TransCanada	"""TransCanada"""	12	0
Unless	"""Unless"""	12	6
TransCanada	"""TransCanada"""	12	7
TransCanada	"""TransCanada"""	12	3
file	"""file"""	12	0
At	"""At"""	12	0
file	"""file"""	12	8
Unless	"""Unless"""	12	3
Enbridge	"""Enbridge"""	12	7
Enbridge	"""Enbridge"""	12	0
Alliance	"""Alliance"""	12	6
Alliance	"""Alliance"""	12	3
Alliance	"""Alliance"""	12	6
Alliance	"""Alliance"""	12	6
Alliance	"""Alliance"""	12	0
Plains	"""Plains"""	12	3
Plains	"""Plains"""	12	5
Plains	"""Plains"""	12	2
Plains	"""Plains"""	12	0
Plains	"""Plains"""	12	0
Plains	"""Plains"""	12	0
On	"""On"""	12	0
Unless	"""Unless"""	12	2
Plains	"""Plains"""	12	7
Keystone	"""Keystone"""	12	5
Keystone	"""Keystone"""	12	2
Keystone	"""Keystone"""	12	0
Keystone	"""Keystone"""	12	0
Keystone	"""Keystone"""	12	0
Keystone	"""Keystone"""	12	6
Unless	"""Unless"""	12	0
construction	"""construction"""	12	7
construction	"""construction"""	12	6
Unless	"""Unless"""	12	0
Hydro	"""Hydro"""	12	7
Pursuant	"""Pursuant"""	12	3
Unless	"""Unless"""	12	5
Unless	"""Unless"""	12	7
Hydro	"""Hydro"""	12	7
file	"""file"""	12	0
Hydro	"""Hydro"""	12	0
Condition	"""Condition"""	12	0
Bonavista	"""Bonavista"""	12	4
Bonavista	"""Bonavista"""	12	0
Bonavista	"""Bonavista"""	12	3
file	"""file"""	12	0
Ruger	"""Ruger"""	12	0
Ruger	"""Ruger"""	12	0
file	"""file"""	12	3
Ruger	"""Ruger"""	12	0
file	"""file"""	12	0
construction	"""construction"""	12	0
construction	"""construction"""	12	0
Unless	"""Unless"""	12	6
construction	"""construction"""	12	7
Enbridge	"""Enbridge"""	12	0
Unless	"""Unless"""	12	2
Enbridge	"""Enbridge"""	12	7
file	"""file"""	12	0
file	"""file"""	12	0
Unless	"""Unless"""	12	0
Enbridge	"""Enbridge"""	12	7
Enbridge	"""Enbridge"""	12	3
AltaGas	"""AltaGas"""	12	0
AltaGas	"""AltaGas"""	12	0
AltaGas	"""AltaGas"""	12	3
file	"""file"""	12	0
Enbridge	"""Enbridge"""	12	0
Enbridge	"""Enbridge"""	12	5
Enbridge	"""Enbridge"""	12	0
Unless	"""Unless"""	12	0
Enbridge	"""Enbridge"""	12	7
Plains	"""Plains"""	12	0
Plains	"""Plains"""	12	0
file	"""file"""	12	0
Plains	"""Plains"""	12	0
"""i)"	"""""i)"""	12	0
If	"""If"""	12	2
file	"""file"""	12	2
"""i)"	"""""i)"""	12	0
Plains	"""Plains"""	12	2
1057533	"""1057533"""	12	0
file	"""file"""	12	0
1057533	"""1057533"""	12	0
1057533	"""1057533"""	12	0
construction	"""construction"""	12	0
Unless	"""Unless"""	12	3
"""construction"	"""""construction"""	12	7
construction	"""construction"""	12	0
Spectra	"""Spectra"""	12	2
file	"""file"""	12	3
Spectra	"""Spectra"""	12	0
Spectra	"""Spectra"""	12	0
By	"""By"""	12	0
construction	"""construction"""	12	3
Unless	"""Unless"""	12	5
construction	"""construction"""	12	7
TransCanada	"""TransCanada"""	12	0
Unless	"""Unless"""	12	0
TransCanada	"""TransCanada"""	12	7
TransCanada	"""TransCanada"""	12	0
KM	"""KM"""	12	2
file	"""file"""	12	3
file	"""file"""	12	5
file	"""file"""	12	3
file	"""file"""	12	0
At	"""At"""	12	3
file	"""file"""	12	3
KM	"""KM"""	12	3
KM	"""KM"""	12	0
Unless	"""Unless"""	12	0
Plains	"""Plains"""	12	7
Plains	"""Plains"""	12	0
file	"""file"""	12	3
Unless	"""Unless"""	12	0
Plains	"""Plains"""	12	7
file	"""file"""	12	3
construction	"""construction"""	12	5
Unless	"""Unless"""	12	0
file	"""file"""	12	7
file	"""file"""	12	1
Westcoast	"""Westcoast"""	12	5
Plains	"""Plains"""	12	5
Plains	"""Plains"""	12	3
Plains	"""Plains"""	12	0
file	"""file"""	12	3
Plains	"""Plains"""	12	0
Unless	"""Unless"""	12	0
Plains	"""Plains"""	12	7
Plains	"""Plains"""	12	3
Plains	"""Plains"""	12	0
Northern	"""Northern"""	12	3
Northern	"""Northern"""	12	0
file	"""file"""	12	0
Northern	"""Northern"""	12	0
Enbridge	"""Enbridge"""	12	0
Enbridge	"""Enbridge"""	12	3
Unless	"""Unless"""	12	0
Enbridge	"""Enbridge"""	12	7
At	"""At"""	12	0
Foothills	"""Foothills"""	12	6
Foothills	"""Foothills"""	12	0
Foothills	"""Foothills"""	12	0
Unless	"""Unless"""	12	0
file	"""file"""	12	7
By	"""By"""	12	0
TransCanada	"""TransCanada"""	12	5
The	"""The"""	12	11
Unless	"""Unless"""	12	5
"""Enbridge"	"""""Enbridge"""	12	7
"""Enbridge"	"""""Enbridge"""	12	2
file	"""file"""	12	0
"""i)"	"""""i)"""	12	0
Enbridge	"""Enbridge"""	12	2
Enbridge	"""Enbridge"""	12	0
Enbridge	"""Enbridge"""	12	0
Enbridge	"""Enbridge"""	12	8
Unless	"""Unless"""	12	0
Until	"""Until"""	12	7
Prior	"""Prior"""	12	1
Prior	"""Prior"""	12	1
Centra	"""Centra"""	12	1
Prior	"""Prior"""	12	1
Talisman	"""Talisman"""	12	1
Talisman	"""Talisman"""	12	3
Unless	"""Unless"""	12	0
file	"""file"""	12	7
Talisman	"""Talisman"""	12	0
lfTalisman	"""lfTalisman"""	12	0
file	"""file"""	12	3
Enbridge	"""Enbridge"""	12	0
Unless	"""Unless"""	12	2
Alliance	"""Alliance"""	12	7
file	"""file"""	12	0
Westcoast	"""Westcoast"""	12	0
file	"""file"""	12	0
Prior	"""Prior"""	12	0
Prior	"""Prior"""	12	4
Prior	"""Prior"""	12	11
Prior	"""Prior"""	12	5
Prior	"""Prior"""	12	5
Prior	"""Prior"""	12	11
Enbridge	"""Enbridge"""	12	11
Enbridge	"""Enbridge"""	12	5
Enbridge	"""Enbridge"""	12	5
"""Enbridge"	"""""Enbridge"""	12	3
"""Enbridge"	"""""Enbridge"""	12	2
"""Enbridge"	"""""Enbridge"""	12	5
"""Enbridge"	"""""Enbridge"""	12	3
Enbridge	"""Enbridge"""	12	2
Enbridge	"""Enbridge"""	12	4
"""Enbridge"	"""""Enbridge"""	12	3
Enbridge	"""Enbridge"""	12	2
Enbridge	"""Enbridge"""	12	4
"""Enbridge"	"""""Enbridge"""	12	5
Enbridge	"""Enbridge"""	12	5
"""Based"	"""""Based"""	12	0
Unless	"""Unless"""	12	3
"""Enbridge"	"""""Enbridge"""	12	7
"""Enbridge"	"""""Enbridge"""	12	5
"""Enbridge"	"""""Enbridge"""	12	3
Enbridge	"""Enbridge"""	12	5
Enbridge	"""Enbridge"""	12	3
Enbridge	"""Enbridge"""	12	0
"""Enbridge"	"""""Enbridge"""	12	3
"""Enbridge"	"""""Enbridge"""	12	3
"""Enbridge"	"""""Enbridge"""	12	5
Enbridge	"""Enbridge"""	12	2
Enbridge	"""Enbridge"""	12	3
Enbridge	"""Enbridge"""	12	3
"""Westcoast"	"""""Westcoast"""	12	5
"""Unless"	"""""Unless"""	12	3
"""Westcoast"	"""""Westcoast"""	12	7
"""Westcoast"	"""""Westcoast"""	12	3
"""Westcoast"	"""""Westcoast"""	12	0
"""file"	"""""file"""	12	3
"""Westcoast"	"""""Westcoast"""	12	0
TransCanada	"""TransCanada"""	12	0
TransCanada	"""TransCanada"""	12	0
Unless	"""Unless"""	12	0
At	"""At"""	12	7
Enbridge	"""Enbridge"""	12	5
Enbridge	"""Enbridge"""	12	2
Enbridge	"""Enbridge"""	12	2
file	"""file"""	12	3
In	"""In"""	12	0
Enbridge	"""Enbridge"""	12	2
"""Enbridge"	"""""Enbridge"""	12	5
Unless	"""Unless"""	12	2
Enbridge	"""Enbridge"""	12	7
Enbridge	"""Enbridge"""	12	0
On	"""On"""	12	0
Unless	"""Unless"""	12	2
file	"""file"""	12	2
Unless	"""Unless"""	12	0
Unless	"""Unless"""	12	7
Unless	"""Unless"""	12	2
Kinder	"""Kinder"""	12	2
The	"""The"""	12	3
file	"""file"""	12	3
file	"""file"""	12	1
In	"""In"""	12	1
The	"""The"""	12	1
BlackPearl	"""BlackPearl"""	12	1
Unless	"""Unless"""	12	2
BlackPearl	"""BlackPearl"""	12	7
"""file"	"""""file"""	12	0
17.	"""17."""	12	0
12.	"""12."""	12	7
11.	"""11."""	12	5
2.	"""2."""	12	5
7.	"""7."""	12	3
16.	"""16."""	12	2
13.	"""13."""	12	0
4.	"""4."""	12	3
15.	"""15."""	12	5
8.	"""8."""	12	2
14.	"""14."""	12	2
6.	"""6."""	12	2
10.	"""10."""	12	6
5.	"""5."""	12	5
9.	"""9."""	12	5
3.	"""3."""	12	5
1.	"""1."""	12	0
TransCanada	"""TransCanada"""	12	0
Unless	"""Unless"""	12	3
Westcoast	"""Westcoast"""	12	7
Westcoast	"""Westcoast"""	12	3
Westcoast	"""Westcoast"""	12	2
n	"""n"""	12	3
t	"""t"""	12	3
At	"""At"""	12	2
file	"""file"""	12	3
MPLL	"""MPLL"""	12	0
file	"""file"""	12	3
Foothills	"""Foothills"""	12	0
Foothills	"""Foothills"""	12	0
Unless	"""Unless"""	12	0
Foothills	"""Foothills"""	12	7
file	"""file"""	12	0
"""Enbridge"	"""""Enbridge"""	12	0
Unless	"""Unless"""	12	0
Enbridge	"""Enbridge"""	12	7
file	"""file"""	12	3
Canadian	"""Canadian"""	12	0
file	"""file"""	12	3
Canadian	"""Canadian"""	12	0
Canadian	"""Canadian"""	12	0
Conduct	"""Conduct"""	12	0
Vantage	"""Vantage"""	12	3
"""Construction"	"""""Construction"""	12	2
Vantage	"""Vantage"""	12	2
Vantage	"""Vantage"""	12	2
"""For"	"""""For"""	12	2
"""At"	"""""At"""	12	5
Unless	"""Unless"""	12	2
"""At"	"""""At"""	12	7
construction	"""construction"""	12	5
file	"""file"""	12	0
"""construction"	"""""construction"""	12	0
"""At"	"""""At"""	12	0
"""At"	"""""At"""	12	5
Trans	"""Trans"""	12	5
Trans	"""Trans"""	12	0
file	"""file"""	12	0
Trans	"""Trans"""	12	0
Unless	"""Unless"""	12	0
Enbridge	"""Enbridge"""	12	7
Unless	"""Unless"""	12	0
file	"""file"""	12	7
file	"""file"""	12	0
Penn	"""Penn"""	12	0
Penn	"""Penn"""	12	3
Enbridge	"""Enbridge"""	12	0
Unless	"""Unless"""	12	0
Enbridge	"""Enbridge"""	12	7
Enbridge	"""Enbridge"""	12	0
5.	"""5."""	12	0
Trans	"""Trans"""	12	7
Trans	"""Trans"""	12	4
Trans	"""Trans"""	12	4
Trans	"""Trans"""	12	4
Trans	"""Trans"""	12	4
CNRL	"""CNRL"""	12	4
CNRL	"""CNRL"""	12	3
CNRL	"""CNRL"""	12	2
file	"""file"""	12	0
Unless	"""Unless"""	12	0
CNRL	"""CNRL"""	12	7
"""Pembina"	"""""Pembina"""	12	4
"""Pembina"	"""""Pembina"""	12	0
"""Unless"	"""""Unless"""	12	0
"""Pembina"	"""""Pembina"""	12	7
"""Pembina"	"""""Pembina"""	12	0
Unless	"""Unless"""	12	0
Enbridge	"""Enbridge"""	12	7
Enbridge	"""Enbridge"""	12	0
Unless	"""Unless"""	12	0
At	"""At"""	12	7
In	"""In"""	12	5
Enbridge	"""Enbridge"""	12	3
	""""""	12	3
Enbridge	"""Enbridge"""	12	7
Unless	"""Unless"""	12	0
Enbridge	"""Enbridge"""	12	7
Enbridge	"""Enbridge"""	12	3
Enbridge	"""Enbridge"""	12	2
Enbridge	"""Enbridge"""	12	2
Enbridge	"""Enbridge"""	12	3
On	"""On"""	12	5
Unless	"""Unless"""	12	2
Unless	"""Unless"""	12	7
Enbridge	"""Enbridge"""	12	2
file	"""file"""	12	5
Unless	"""Unless"""	12	0
Plains	"""Plains"""	12	7
file	"""file"""	12	8
Plains	"""Plains"""	12	11
By	"""By"""	12	3
Enbridge	"""Enbridge"""	12	1
Enbridge	"""Enbridge"""	12	5
Enbridge	"""Enbridge"""	12	1
Enbridge	"""Enbridge"""	12	1
In	"""In"""	12	1
Unless	"""Unless"""	12	1
Forty	"""Forty"""	12	7
Forty	"""Forty"""	12	3
Forty	"""Forty"""	12	6
Forty	"""Forty"""	12	8
Forty	"""Forty"""	12	2
Unless	"""Unless"""	12	0
Forty	"""Forty"""	12	7
a)	"""a)"""	12	0
Forty	"""Forty"""	12	2
Forty	"""Forty"""	12	0
Enbridge	"""Enbridge"""	12	2
Unless	"""Unless"""	12	0
Unless	"""Unless"""	12	7
On	"""On"""	12	7
At	"""At"""	12	2
At	"""At"""	12	2
CNRL	"""CNRL"""	12	5
"""Subject"	"""""Subject"""	12	5
M&NP	"""M&NP"""	12	5
Kaiser	"""Kaiser"""	12	5
Canada	"""Canada"""	12	8
Tundra	"""Tundra"""	12	5
"""Subject"	"""""Subject"""	12	5
Pouce	"""Pouce"""	12	5
St.	"""St."""	12	8
"""Subject"	"""""Subject"""	12	5
Spectra	"""Spectra"""	12	5
Enbridge	"""Enbridge"""	12	5
Pine	"""Pine"""	12	5
Souris	"""Souris"""	12	5
Spectra	"""Spectra"""	12	5
Champion	"""Champion"""	12	5
Enbridge	"""Enbridge"""	12	5
Talisman	"""Talisman"""	12	5
Imperial	"""Imperial"""	12	8
ExxonMobil	"""ExxonMobil"""	12	8
Omimex	"""Omimex"""	12	5
Tamarack	"""Tamarack"""	12	5
Lone	"""Lone"""	12	8
Strategic	"""Strategic"""	12	8
Foothills	"""Foothills"""	12	8
Ruger	"""Ruger"""	12	5
Union	"""Union"""	12	8
Bellatrix	"""Bellatrix"""	12	5
TNPI	"""TNPI"""	12	5
Westcoast	"""Westcoast"""	12	8
Pengrowth	"""Pengrowth"""	12	5
Penn	"""Penn"""	12	8
CNRL	"""CNRL"""	12	5
Harvest	"""Harvest"""	12	5
Vector	"""Vector"""	12	5
"""M&NP"	"""""M&NP"""	12	5
ATCO	"""ATCO"""	12	5
Canada	"""Canada"""	12	8
Vantage	"""Vantage"""	12	5
Tundra	"""Tundra"""	12	8
"""Subject"	"""""Subject"""	12	5
"""Subject"	"""""Subject"""	12	5
Plains	"""Plains"""	12	5
Spectra	"""Spectra"""	12	5
"""Enbridge"	"""""Enbridge"""	12	6
Centra	"""Centra"""	12	5
"""Subject"	"""""Subject"""	12	5
TQM	"""TQM"""	12	5
ARC	"""ARC"""	12	5
Ruger	"""Ruger"""	12	8
Enbridge	"""Enbridge"""	12	8
Bonavista	"""Bonavista"""	12	5
Pouce	"""Pouce"""	12	5
Lone	"""Lone"""	12	8
Yoho	"""Yoho"""	12	8
Kaiser	"""Kaiser"""	12	5
ExxonMobil	"""ExxonMobil"""	12	8
Pine	"""Pine"""	12	5
Enbridge	"""Enbridge"""	12	5
Westcoast	"""Westcoast"""	12	5
Foothills	"""Foothills"""	12	5
"""Subject"	"""""Subject"""	12	5
Veresen	"""Veresen"""	12	5
Tamarack	"""Tamarack"""	12	8
Keyera	"""Keyera"""	12	8
Terra	"""Terra"""	12	8
Penn	"""Penn"""	12	8
M&NP	"""M&NP"""	12	5
"Husky,"	"""Husky,"""	12	5
Sunoco	"""Sunoco"""	12	5
TransCanada	"""TransCanada"""	12	5
Alliance	"""Alliance"""	12	5
Enbridge	"""Enbridge"""	12	5
Centra	"""Centra"""	12	5
Murphy	"""Murphy"""	12	5
Portal	"""Portal"""	12	5
ATCO	"""ATCO"""	12	5
AltaGas	"""AltaGas"""	12	8
Spectra	"""Spectra"""	12	5
Union	"""Union"""	12	5
Mid-Continent	"""Mid-Continent"""	12	5
"""TQM"	"""""TQM"""	12	8
"""Subject"	"""""Subject"""	12	5
DR	"""DR"""	12	5
Bonavista	"""Bonavista"""	12	8
Enbridge	"""Enbridge"""	12	5
Yoho	"""Yoho"""	12	5
Souris	"""Souris"""	12	5
"""Subject"	"""""Subject"""	12	5
"""Subject"	"""""Subject"""	12	8
"""Westcoast"	"""""Westcoast"""	12	5
ISH	"""ISH"""	12	5
Vantage	"""Vantage"""	12	5
2193914	"""2193914"""	12	8
Express	"""Express"""	12	5
Enbridge	"""Enbridge"""	12	5
ONEOK	"""ONEOK"""	12	5
"""Subject"	"""""Subject"""	12	5
Champion	"""Champion"""	12	5
"Husky,"	"""Husky,"""	12	5
Sunoco	"""Sunoco"""	12	5
Keystone	"""Keystone"""	12	5
"""TransCanada"	"""""TransCanada"""	12	5
TAQA	"""TAQA"""	12	5
"""Alliance"	"""""Alliance"""	12	5
NuVista	"""NuVista"""	12	5
Veresen	"""Veresen"""	12	8
Enbridge	"""Enbridge"""	12	8
"""Subject"	"""""Subject"""	12	5
Murphy	"""Murphy"""	12	5
Talisman	"""Talisman"""	12	5
The	"""The"""	12	8
Pengrowth	"""Pengrowth"""	12	5
"""Keyera"	"""""Keyera"""	12	8
Terra	"""Terra"""	12	8
TQM	"""TQM"""	12	8
ONEOK	"""ONEOK"""	12	5
TNPI	"""TNPI"""	12	5
Enbridge	"""Enbridge"""	12	8
Keystone	"""Keystone"""	12	5
AltaGas	"""AltaGas"""	12	5
Vector	"""Vector"""	12	5
Mid-Continent	"""Mid-Continent"""	12	5
DR	"""DR"""	12	8
"""TNPI"	"""""TNPI"""	12	8
Imperial	"""Imperial"""	12	8
Express	"""Express"""	12	8
Plains	"""Plains"""	12	5
ISH	"""ISH"""	12	5
"""Subject"	"""""Subject"""	12	5
"""Subject"	"""""Subject"""	12	5
Enbridge	"""Enbridge"""	12	5
"""Subject"	"""""Subject"""	12	5
ARC	"""ARC"""	12	5
Strategic	"""Strategic"""	12	8
Omimex	"""Omimex"""	12	8
"""Keystone"	"""""Keystone"""	12	5
TransCanada	"""TransCanada"""	12	5
TAQA	"""TAQA"""	12	5
Alliance	"""Alliance"""	12	5
NuVista	"""NuVista"""	12	5
"""Enbridge"	"""""Enbridge"""	12	8
Harvest	"""Harvest"""	12	5
"""Foothills"	"""""Foothills"""	12	5
St.	"""St."""	12	5
Bellatrix	"""Bellatrix"""	12	5
Enbridge	"""Enbridge"""	12	5
Enbridge	"""Enbridge"""	12	1
Enbridge	"""Enbridge"""	12	1
Enbridge	"""Enbridge"""	12	5
On	"""On"""	12	1
At	"""At"""	12	6
Suspend	"""Suspend"""	12	6
file	"""file"""	12	6
Maintain	"""Maintain"""	12	6
file	"""file"""	12	6
Alliance	"""Alliance"""	12	3
Alliance	"""Alliance"""	12	0
	""""""	12	0
file	"""file"""	12	0
Unless	"""Unless"""	12	0
Enbridge	"""Enbridge"""	12	7
Unless	"""Unless"""	12	0
Enbridge	"""Enbridge"""	12	7
file	"""file"""	12	0
Unless	"""Unless"""	12	0
Enbridge	"""Enbridge"""	12	7
"""If"	"""""If"""	12	0
"""Enbridge"	"""""Enbridge"""	12	2
"""Enbridge"	"""""Enbridge"""	12	5
Enbridge	"""Enbridge"""	12	0
"""Enbridge"	"""""Enbridge"""	12	0
Enbridge	"""Enbridge"""	12	2
Unless	"""Unless"""	12	2
Enbridge	"""Enbridge"""	12	7
file	"""file"""	12	2
construction	"""construction"""	12	0
construction	"""construction"""	12	5
Unless	"""Unless"""	12	2
Enbridge	"""Enbridge"""	12	7
Enbridge	"""Enbridge"""	12	0
Enbridge	"""Enbridge"""	12	2
Unless	"""Unless"""	12	3
file	"""file"""	12	7
Enbridge	"""Enbridge"""	12	0
Unless	"""Unless"""	12	3
Enbridge	"""Enbridge"""	12	7
Enbridge	"""Enbridge"""	12	1
Enbridge	"""Enbridge"""	12	6
Enbridge	"""Enbridge"""	12	4
file	"""file"""	12	4
Enbridge	"""Enbridge"""	12	5
file	"""file"""	12	1
file	"""file"""	12	1
file	"""file"""	12	1
At	"""At"""	12	5
The	"""The"""	12	1
Enbridge	"""Enbridge"""	12	5
Enbridge	"""Enbridge"""	12	1
"""Pembina"	"""""Pembina"""	12	6
Enbridge	"""Enbridge"""	12	5
Enbridge	"""Enbridge"""	12	3
Unless	"""Unless"""	12	3
Enbridge	"""Enbridge"""	12	7
Enbridge	"""Enbridge"""	12	5
Enbridge	"""Enbridge"""	12	5
construction	"""construction"""	12	5
construction	"""construction"""	12	5
This	"""This"""	12	0
Unless	"""Unless"""	12	7
file	"""file"""	12	7
construction	"""construction"""	12	0
Unless	"""Unless"""	12	3
COMPANY	"""COMPANY"""	12	7
COMPANY	"""COMPANY"""	12	0
file	"""file"""	12	3
COMPANY	"""COMPANY"""	12	0
The	"""The"""	12	2
Unless	"""Unless"""	12	3
Unless	"""Unless"""	12	7
file	"""file"""	12	7
a)	"""a)"""	12	3
Enerplus	"""Enerplus"""	12	2
Enerplus	"""Enerplus"""	12	0
Unless	"""Unless"""	12	0
Enerplus	"""Enerplus"""	12	7
Enerplus	"""Enerplus"""	12	2
Enerplus	"""Enerplus"""	12	5
Enerplus	"""Enerplus"""	12	0
Westcoast	"""Westcoast"""	12	0
Westcoast	"""Westcoast"""	12	5
Enbridge	"""Enbridge"""	12	5
file	"""file"""	12	0
Enbridge	"""Enbridge"""	12	0
Unless	"""Unless"""	12	2
construction	"""construction"""	12	1
Unless	"""Unless"""	12	3
construction	"""construction"""	12	7
construction	"""construction"""	12	0
construction	"""construction"""	12	5
Unless	"""Unless"""	12	2
Enbridge	"""Enbridge"""	12	7
file	"""file"""	12	3
Enbridge	"""Enbridge"""	12	0
Unless	"""Unless"""	12	0
Westcoast	"""Westcoast"""	12	7
	""""""	12	5
Westcoast	"""Westcoast"""	12	0
Westcoast	"""Westcoast"""	12	0
Unless	"""Unless"""	12	3
Westcoast	"""Westcoast"""	12	7
AltaGas	"""AltaGas"""	12	2
AltaGas	"""AltaGas"""	12	3
AltaGas	"""AltaGas"""	12	2
a)	"""a)"""	12	0
AltaGas	"""AltaGas"""	12	2
AltaGas	"""AltaGas"""	12	3
AltaGas	"""AltaGas"""	12	2
Unless	"""Unless"""	12	0
AltaGas	"""AltaGas"""	12	7
AltaGas	"""AltaGas"""	12	0
file	"""file"""	12	8
Keyera	"""Keyera"""	12	0
Keyera	"""Keyera"""	12	0
Keyera	"""Keyera"""	12	0
By	"""By"""	12	0
By	"""By"""	12	5
IORL	"""IORL"""	12	5
By	"""By"""	12	5
By	"""By"""	12	3
IORL	"""IORL"""	12	5
That	"""That"""	12	5
Hydro	"""Hydro"""	12	0
Unless	"""Unless"""	12	5
KMC	"""KMC"""	12	7
KMC	"""KMC"""	12	3
file	"""file"""	12	5
file	"""file"""	12	1
KMC	"""KMC"""	12	1
Burlington	"""Burlington"""	12	1
Unless	"""Unless"""	12	3
Burlington	"""Burlington"""	12	7
file	"""file"""	12	0
construction	"""construction"""	12	0
construction	"""construction"""	12	0
Unless	"""Unless"""	12	0
construction	"""construction"""	12	7
"""construction"	"""""construction"""	12	5
construction	"""construction"""	12	0
Unless	"""Unless"""	12	0
Enbridge	"""Enbridge"""	12	7
Enbridge	"""Enbridge"""	12	5
Enbridge	"""Enbridge"""	12	2
Unless	"""Unless"""	12	0
i)	"""i)"""	12	7
TNPI	"""TNPI"""	12	5
TNPI	"""TNPI"""	12	3
TNPI	"""TNPI"""	12	1
TNPI	"""TNPI"""	12	1
TNPI	"""TNPI"""	12	1
TNPI	"""TNPI"""	12	1
TNPI	"""TNPI"""	12	1
TNPI	"""TNPI"""	12	1
file	"""file"""	12	1
Unless	"""Unless"""	12	0
construction	"""construction"""	12	7
construction	"""construction"""	12	0
Unless	"""Unless"""	12	0
file	"""file"""	12	7
Unless	"""Unless"""	12	0
Prior	"""Prior"""	12	7
This	"""This"""	12	5
file	"""file"""	12	7
2.	"""2."""	12	0
4.	"""4."""	12	3
1.	"""1."""	12	0
3.	"""3."""	12	0
5.	"""5."""	12	0
Glencoe	"""Glencoe"""	12	7
Unless	"""Unless"""	12	0
Glencoe	"""Glencoe"""	12	7
Glencoe	"""Glencoe"""	12	2
Glencoe	"""Glencoe"""	12	8
file	"""file"""	12	0
Glencoe	"""Glencoe"""	12	2
Glencoe	"""Glencoe"""	12	2
Plains	"""Plains"""	12	0
Plains	"""Plains"""	12	0
Plains	"""Plains"""	12	0
Unless	"""Unless"""	12	0
2.	"""2."""	12	7
4.	"""4."""	12	3
6.	"""6."""	12	2
5.	"""5."""	12	7
3.	"""3."""	12	0
1.	"""1."""	12	0
3.	"""3."""	12	0
2.	"""2."""	12	0
4.	"""4."""	12	0
5.	"""5."""	12	0
"""Westcoast"	"""""Westcoast"""	12	7
Unless	"""Unless"""	12	6
Westcoast	"""Westcoast"""	12	7
Westcoast	"""Westcoast"""	12	2
Westcoast	"""Westcoast"""	12	0
Unless	"""Unless"""	12	0
Williston	"""Williston"""	12	7
Williston	"""Williston"""	12	3
Williston	"""Williston"""	12	0
At	"""At"""	12	0
file	"""file"""	12	6
At	"""At"""	12	0
No	"""No"""	12	2
"""TransCanada"	"""""TransCanada"""	12	1
"""file"	"""""file"""	12	1
file	"""file"""	12	1
lf	"""lf"""	12	1
file	"""file"""	12	1
No	"""No"""	12	1
TransCanada	"""TransCanada"""	12	1
