nothing	word	time	filler
file	"""file"""	12	0
Unless	"""Unless"""	12	0
Unless	"""Unless"""	12	7
Enbridge	"""Enbridge"""	12	7
file	"""file"""	12	0
Unless	"""Unless"""	12	0
The	"""The"""	12	7
The	"""The"""	12	0
By	"""By"""	12	0
The	"""The"""	12	0
"""The"	"""""The"""	12	0
The	"""The"""	12	0
The	"""The"""	12	0
Prior	"""Prior"""	12	0
As	"""As"""	12	0
The	"""The"""	12	0
The	"""The"""	12	0
The	"""The"""	12	0
A	"""A"""	12	0
The	"""The"""	12	0
For	"""For"""	12	0
At	"""At"""	12	0
The	"""The"""	12	0
The	"""The"""	12	0
Unless	"""Unless"""	12	0
Bonavista	"""Bonavista"""	12	7
CNRL	"""CNRL"""	12	3
CNRL	"""CNRL"""	12	3
Plains	"""Plains"""	12	0
Plains	"""Plains"""	12	3
Plains	"""Plains"""	12	3
Plains	"""Plains"""	12	3
Enbridge	"""Enbridge"""	12	3
Unless	"""Unless"""	12	0
file	"""file"""	12	7
At	"""At"""	12	0
	""""""	12	5
At	"""At"""	12	2
Unless	"""Unless"""	12	3
Should	"""Should"""	12	7
construction	"""construction"""	12	2
construction	"""construction"""	12	2
Unless	"""Unless"""	12	5
construction	"""construction"""	12	7
Unless	"""Unless"""	12	3
Express	"""Express"""	12	7
Express	"""Express"""	12	3
file	"""file"""	12	0
Express	"""Express"""	12	0
Unless	"""Unless"""	12	0
Foothills	"""Foothills"""	12	7
file	"""file"""	12	0
Foothills	"""Foothills"""	12	0
Unless	"""Unless"""	12	0
Unless	"""Unless"""	12	7
1057533	"""1057533"""	12	7
file	"""file"""	12	5
"""Enbridge"	"""""Enbridge"""	12	0
"""Condition"	"""""Condition"""	12	3
"""In"	"""""In"""	12	3
Enbridge	"""Enbridge"""	12	3
Enbridge	"""Enbridge"""	12	3
Enbridge	"""Enbridge"""	12	3
Enbridge	"""Enbridge"""	12	3
Enbridge	"""Enbridge"""	12	3
"""Condition"	"""""Condition"""	12	3
Enbridge	"""Enbridge"""	12	3
The	"""The"""	12	3
MIPL	"""MIPL"""	12	3
MIPL	"""MIPL"""	12	0
MIPL	"""MIPL"""	12	2
Unless	"""Unless"""	12	3
file	"""file"""	12	7
At	"""At"""	12	0
"""construction"	"""""construction"""	12	3
"""construction"	"""""construction"""	12	5
"""construction"	"""""construction"""	12	2
"""construction"	"""""construction"""	12	2
Unless	"""Unless"""	12	5
"""Section"	"""""Section"""	12	7
"""file"	"""""file"""	12	12
construction	"""construction"""	12	0
construction	"""construction"""	12	0
"""construction"	"""""construction"""	12	2
"""construction"	"""""construction"""	12	2
"""construction"	"""""construction"""	12	3
"""construction"	"""""construction"""	12	2
construction	"""construction"""	12	12
"""construction"	"""""construction"""	12	3
construction	"""construction"""	12	2
"""construction"	"""""construction"""	12	4
"""construction"	"""""construction"""	12	2
"""construction"	"""""construction"""	12	12
construction	"""construction"""	12	12
construction	"""construction"""	12	3
"""construction"	"""""construction"""	12	3
construction	"""construction"""	12	2
"""construction"	"""""construction"""	12	0
"""construction"	"""""construction"""	12	5
construction	"""construction"""	12	2
"""For"	"""""For"""	12	5
"""construction"	"""""construction"""	12	2
"""On"	"""""On"""	12	2
"""a)"	"""""a)"""	12	2
"""construction"	"""""construction"""	12	2
construction	"""construction"""	12	3
construction	"""construction"""	12	3
"""construction"	"""""construction"""	12	2
"""construction"	"""""construction"""	12	3
"""construction"	"""""construction"""	12	2
Enbridge	"""Enbridge"""	12	2
By	"""By"""	12	3
By	"""By"""	12	1
1.	"""1."""	12	1
By	"""By"""	12	1
Westcoast	"""Westcoast"""	12	1
Unless	"""Unless"""	12	3
file	"""file"""	12	7
By	"""By"""	12	0
"""By"	"""""By"""	12	6
By	"""By"""	12	6
Trans	"""Trans"""	12	6
Trans	"""Trans"""	12	0
Hibernia	"""Hibernia"""	12	0
Unless	"""Unless"""	12	10
Hibernia	"""Hibernia"""	12	7
Hibernia	"""Hibernia"""	12	0
Hibernia	"""Hibernia"""	12	0
Hibernia	"""Hibernia"""	12	3
Hibernia	"""Hibernia"""	12	10
Hibernia	"""Hibernia"""	12	10
Hibernia	"""Hibernia"""	12	10
Hibernia	"""Hibernia"""	12	0
Unless	"""Unless"""	12	3
Hibernia	"""Hibernia"""	12	5
Hibernia	"""Hibernia"""	12	3
Hibernia	"""Hibernia"""	12	3
"""Construction"	"""""Construction"""	12	3
"""Commitments"	"""""Commitments"""	12	5
"""Sunset"	"""""Sunset"""	12	5
"""Construction"	"""""Construction"""	12	7
construction	"""construction"""	12	5
"""Environmental"	"""""Environmental"""	12	0
"""Condition"	"""""Condition"""	12	2
"""Outstanding"	"""""Outstanding"""	12	0
"""Aboriginal"	"""""Aboriginal"""	12	12
"""Quality"	"""""Quality"""	12	12
"""Environmental"	"""""Environmental"""	12	3
"""Design,"	"""""Design,"""	12	2
"""Aboriginal"	"""""Aboriginal"""	12	3
"""Sunset"	"""""Sunset"""	12	12
"""Heritage"	"""""Heritage"""	12	7
"""Outstanding"	"""""Outstanding"""	12	12
"""Right-of-Way"	"""""Right-of-Way"""	12	12
"""Commitments"	"""""Commitments"""	12	2
"""Construction"	"""""Construction"""	12	5
"""Construction"	"""""Construction"""	12	5
"""Employment,"	"""""Employment,"""	12	5
"""Aboriginal"	"""""Aboriginal"""	12	12
"""During"	"""""During"""	12	12
"""During"	"""""During"""	12	2
"""Watercourse"	"""""Watercourse"""	12	2
"""Pipeline"	"""""Pipeline"""	12	2
"""Pipeline"	"""""Pipeline"""	12	3
"""Implementation"	"""""Implementation"""	12	3
"""Horizontal"	"""""Horizontal"""	12	0
"""Contingency"	"""""Contingency"""	12	2
construction	"""construction"""	12	2
"""Post-Construction"	"""""Post-Construction"""	12	0
"""Condition"	"""""Condition"""	12	2
"""Post-construction"	"""""Post-construction"""	12	0
"""Authorizations"	"""""Authorizations"""	12	0
Venturion	"""Venturion"""	12	2
file	"""file"""	12	0
Venturion	"""Venturion"""	12	0
Unless	"""Unless"""	12	3
(4b)	"""(4b)"""	12	7
(4f)	"""(4f)"""	12	1
(5d)	"""(5d)"""	12	1
(4e)	"""(4e)"""	12	1
(4c)	"""(4c)"""	12	5
(5e)	"""(5e)"""	12	1
(5a)	"""(5a)"""	12	1
(4a)	"""(4a)"""	12	1
(3)	"""(3)"""	12	1
Subject	"""Subject"""	12	1
(4d)	"""(4d)"""	12	1
(5f)	"""(5f)"""	12	5
(2)	"""(2)"""	12	1
construction	"""construction"""	12	1
(5c)	"""(5c)"""	12	6
(1)	"""(1)"""	12	1
(5b)	"""(5b)"""	12	1
Windmill	"""Windmill"""	12	1
Leave	"""Leave"""	12	8
This	"""This"""	12	8
Enbridge	"""Enbridge"""	12	7
Enbridge	"""Enbridge"""	12	0
file	"""file"""	12	0
Unless	"""Unless"""	12	0
Unless	"""Unless"""	12	7
Enbridge	"""Enbridge"""	12	7
file	"""file"""	12	3
Enbridge	"""Enbridge"""	12	0
Unless	"""Unless"""	12	0
Unless	"""Unless"""	12	7
Westcoast	"""Westcoast"""	12	7
Unless	"""Unless"""	12	3
Unless	"""Unless"""	12	7
Westcoast	"""Westcoast"""	12	7
file	"""file"""	12	3
Unless	"""Unless"""	12	0
TransCanadashall	"""TransCanadashall"""	12	7
Conditions	"""Conditions"""	12	3
the	"""the"""	12	6
Schedule	"""Schedule"""	12	3
Pembina	"""Pembina"""	12	5
file	"""file"""	12	2
Pembina	"""Pembina"""	12	0
Pembina	"""Pembina"""	12	0
Pembina	"""Pembina"""	12	0
Pembina	"""Pembina"""	12	5
Unless	"""Unless"""	12	0
Pembina	"""Pembina"""	12	7
Husky	"""Husky"""	12	5
Husky	"""Husky"""	12	3
Husky	"""Husky"""	12	3
file	"""file"""	12	2
Unless	"""Unless"""	12	0
Husky	"""Husky"""	12	7
Westcoast	"""Westcoast"""	12	0
Unless	"""Unless"""	12	0
Westcoast	"""Westcoast"""	12	7
file	"""file"""	12	3
Unless	"""Unless"""	12	0
Unless	"""Unless"""	12	7
construction	"""construction"""	12	7
Unless	"""Unless"""	12	5
Unless	"""Unless"""	12	7
Hydro	"""Hydro"""	12	7
Hydro	"""Hydro"""	12	0
Hydro	"""Hydro"""	12	3
Hydro	"""Hydro"""	12	2
Alliance	"""Alliance"""	12	5
Unless	"""Unless"""	12	5
Unless	"""Unless"""	12	7
On	"""On"""	12	7
TransCanada	"""TransCanada"""	12	2
Westcoast	"""Westcoast"""	12	2
Unless	"""Unless"""	12	3
Unless	"""Unless"""	12	7
Unless	"""Unless"""	12	7
construction	"""construction"""	12	7
Unless	"""Unless"""	12	5
Westcoast	"""Westcoast"""	12	7
Unless	"""Unless"""	12	0
Enbridge	"""Enbridge"""	12	7
Unless	"""Unless"""	12	3
Unless	"""Unless"""	12	7
CVR	"""CVR"""	12	7
CVR	"""CVR"""	12	3
file	"""file"""	12	0
CVR	"""CVR"""	12	0
Unless	"""Unless"""	12	0
Foothills	"""Foothills"""	12	7
file	"""file"""	12	0
IT	"""IT"""	12	0
Westcoast	"""Westcoast"""	12	7
Unless	"""Unless"""	12	3
Aurora	"""Aurora"""	12	7
file	"""file"""	12	0
Aurora	"""Aurora"""	12	0
Aurora	"""Aurora"""	12	0
file	"""file"""	12	0
This	"""This"""	12	5
Enbridge	"""Enbridge"""	12	7
Unless	"""Unless"""	12	3
Unless	"""Unless"""	12	7
construction	"""construction"""	12	7
construction	"""construction"""	12	3
Unless	"""Unless"""	12	0
"""(1)Subject"	"""""(1)Subject"""	12	7
"""(5f)"	"""""(5f)"""	12	1
"""(6)The"	"""""(6)The"""	12	1
(4a)	"""(4a)"""	12	1
(4f)	"""(4f)"""	12	5
"""(7)TransCanada"	"""""(7)TransCanada"""	12	5
(5a)	"""(5a)"""	12	1
(3)construction	"""(3)construction"""	12	1
(4c)	"""(4c)"""	12	6
"""(5d)"	"""""(5d)"""	12	5
(5b)	"""(5b)"""	12	1
"""(5e)"	"""""(5e)"""	12	1
(4b)	"""(4b)"""	12	0
By	"""By"""	12	5
By	"""By"""	12	3
file	"""file"""	12	3
By	"""By"""	12	3
construction	"""construction"""	12	3
construction	"""construction"""	12	12
construction	"""construction"""	12	2
On	"""On"""	12	2
Westcoast	"""Westcoast"""	12	2
Westcoast	"""Westcoast"""	12	12
Westcoast	"""Westcoast"""	12	12
Unless	"""Unless"""	12	3
On	"""On"""	12	7
	""""""	12	0
En	"""En"""	12	0
1.	"""1."""	12	3
En	"""En"""	12	3
Enbridge	"""Enbridge"""	12	3
Westcoast	"""Westcoast"""	12	3
Westcoast	"""Westcoast"""	12	0
file	"""file"""	12	3
Unless	"""Unless"""	12	2
Westcoast	"""Westcoast"""	12	7
file	"""file"""	12	2
Penn	"""Penn"""	12	0
Penn	"""Penn"""	12	3
	""""""	12	2
4.	"""4."""	12	0
	""""""	12	0
Unless	"""Unless"""	12	0
2.	"""2."""	12	7
By	"""By"""	12	2
By	"""By"""	12	11
By	"""By"""	12	11
	""""""	12	11
By	"""By"""	12	11
With	"""With"""	12	11
With	"""With"""	12	11
With	"""With"""	12	11
With	"""With"""	12	11
Plains	"""Plains"""	12	11
Plains	"""Plains"""	12	0
Unless	"""Unless"""	12	0
file	"""file"""	12	7
Plains	"""Plains"""	12	0
CNRL	"""CNRL"""	12	0
file	"""file"""	12	0
CNRL	"""CNRL"""	12	0
(1)Subject	"""(1)Subject"""	12	10
Unless	"""Unless"""	12	1
Kinder	"""Kinder"""	12	7
Kinder	"""Kinder"""	12	0
Kinder	"""Kinder"""	12	0
file	"""file"""	12	0
This	"""This"""	12	0
Windmill	"""Windmill"""	12	7
Unless	"""Unless"""	12	8
Westcoast	"""Westcoast"""	12	7
file	"""file"""	12	3
Unless	"""Unless"""	12	0
Unless	"""Unless"""	12	7
Pouce	"""Pouce"""	12	7
Pouce	"""Pouce"""	12	3
Unless	"""Unless"""	12	0
Westcoast	"""Westcoast"""	12	7
Westcoast	"""Westcoast"""	12	0
Alliance	"""Alliance"""	12	12
Alliance	"""Alliance"""	12	6
Unless	"""Unless"""	12	6
Alliance	"""Alliance"""	12	7
For	"""For"""	12	0
file	"""file"""	12	2
Unless	"""Unless"""	12	0
file	"""file"""	12	7
PTC	"""PTC"""	12	0
PTC	"""PTC"""	12	3
Unless	"""Unless"""	12	2
file	"""file"""	12	7
PTC	"""PTC"""	12	0
Caltex	"""Caltex"""	12	0
Caltex	"""Caltex"""	12	11
Caltex	"""Caltex"""	12	0
Caltex	"""Caltex"""	12	4
Caltex	"""Caltex"""	12	3
Caltex	"""Caltex"""	12	3
file	"""file"""	12	10
SEEM	"""SEEM"""	12	0
file	"""file"""	12	3
SEEM	"""SEEM"""	12	0
PTC	"""PTC"""	12	0
SEEM	"""SEEM"""	12	3
SEEM	"""SEEM"""	12	0
file	"""file"""	12	0
(1)	"""(1)"""	12	0
For	"""For"""	12	1
[Complied-	"""[Complied-"""	12	1
Unless	"""Unless"""	12	1
file	"""file"""	12	7
Unless	"""Unless"""	12	0
Westcoast	"""Westcoast"""	12	7
Commitments	"""Commitments"""	12	3
Leak	"""Leak"""	12	5
Emergency	"""Emergency"""	12	3
Manuals	"""Manuals"""	12	4
Decommissioning	"""Decommissioning"""	12	6
Section	"""Section"""	12	5
Technical	"""Technical"""	12	3
Order	"""Order"""	12	3
Valve	"""Valve"""	12	7
Pipeline	"""Pipeline"""	12	3
Post-Construction	"""Post-Construction"""	12	3
Timing	"""Timing"""	12	2
Pressure	"""Pressure"""	12	5
Condition	"""Condition"""	12	3
Order	"""Order"""	12	0
Decommissioning	"""Decommissioning"""	12	7
Construction	"""Construction"""	12	2
Engineering	"""Engineering"""	12	12
	""""""	12	3
Finalized	"""Finalized"""	12	2
Condition	"""Condition"""	12	2
Fisheries	"""Fisheries"""	12	0
Decommissioning	"""Decommissioning"""	12	2
Environmental	"""Environmental"""	12	5
Decommissioning	"""Decommissioning"""	12	0
Heritage	"""Heritage"""	12	3
Leak	"""Leak"""	12	12
Decommissioning	"""Decommissioning"""	12	3
Decommissioning	"""Decommissioning"""	12	3
Leak	"""Leak"""	12	5
Issues	"""Issues"""	12	3
Contingency	"""Contingency"""	12	12
Issues	"""Issues"""	12	2
Leave	"""Leave"""	12	12
Conditions	"""Conditions"""	12	5
Condition	"""Condition"""	12	0
Horizontal	"""Horizontal"""	12	0
Post-Construction	"""Post-Construction"""	12	3
Pressure	"""Pressure"""	12	12
Construction	"""Construction"""	12	3
Environmental	"""Environmental"""	12	5
Emergency	"""Emergency"""	12	0
Field	"""Field"""	12	4
Geographic	"""Geographic"""	12	3
Joining	"""Joining"""	12	3
Construction	"""Construction"""	12	3
Enbridge	"""Enbridge"""	12	5
Enbridge	"""Enbridge"""	12	6
file	"""file"""	12	3
file	"""file"""	12	8
Enbridge	"""Enbridge"""	12	0
Enbridge	"""Enbridge"""	12	0
Unless	"""Unless"""	12	4
Enbridge	"""Enbridge"""	12	7
Unless	"""Unless"""	12	0
TCPL	"""TCPL"""	12	7
TCPL	"""TCPL"""	12	0
TCPL	"""TCPL"""	12	0
file	"""file"""	12	0
2(b)	"""2(b)"""	12	0
3(b)	"""3(b)"""	12	1
construction	"""construction"""	12	1
file	"""file"""	12	12
Unless	"""Unless"""	12	0
file	"""file"""	12	7
Unless	"""Unless"""	12	0
Hydro	"""Hydro"""	12	7
Unless	"""Unless"""	12	0
Hydro	"""Hydro"""	12	7
file	"""file"""	12	5
Hydro	"""Hydro"""	12	0
TAQA	"""TAQA"""	12	0
TAQA	"""TAQA"""	12	0
file	"""file"""	12	0
TAQA	"""TAQA"""	12	0
Unless	"""Unless"""	12	0
The	"""The"""	12	7
MIPL	"""MIPL"""	12	3
MIPL	"""MIPL"""	12	3
file	"""file"""	12	3
Unless	"""Unless"""	12	8
7.	"""7."""	12	7
file	"""file"""	12	2
a)	"""a)"""	12	0
7.	"""7."""	12	2
Pouce	"""Pouce"""	12	2
Pouce	"""Pouce"""	12	0
Unless	"""Unless"""	12	12
d)	"""d)"""	12	7
Pouce	"""Pouce"""	12	2
8.	"""8."""	12	2
At	"""At"""	12	2
Unless	"""Unless"""	12	12
Plains	"""Plains"""	12	7
file	"""file"""	12	3
	""""""	12	0
Trans	"""Trans"""	12	7
file	"""file"""	12	0
Trans	"""Trans"""	12	0
Unless	"""Unless"""	12	0
Bonavista	"""Bonavista"""	12	7
Bonavista	"""Bonavista"""	12	12
Bonavista	"""Bonavista"""	12	0
Unless	"""Unless"""	12	3
"""If,"	"""""If,"""	12	7
"""Bonavista"	"""""Bonavista"""	12	2
"""Bonavista"	"""""Bonavista"""	12	2
"""On"	"""""On"""	12	2
Bonavista	"""Bonavista"""	12	2
Bonavista	"""Bonavista"""	12	0
Kinder	"""Kinder"""	12	0
This	"""This"""	12	3
Kinder	"""Kinder"""	12	7
Kinder	"""Kinder"""	12	0
file	"""file"""	12	0
Kinder	"""Kinder"""	12	0
Kinder	"""Kinder"""	12	4
Unless	"""Unless"""	12	3
file	"""file"""	12	7
Westcoast	"""Westcoast"""	12	0
Westcoast	"""Westcoast"""	12	12
file	"""file"""	12	0
Unless	"""Unless"""	12	0
Westcoast	"""Westcoast"""	12	7
Westcoast	"""Westcoast"""	12	3
Unless	"""Unless"""	12	2
file	"""file"""	12	7
Westcoast	"""Westcoast"""	12	0
Unless	"""Unless"""	12	3
HOOL	"""HOOL"""	12	7
LBX	"""LBX"""	12	4
LBX	"""LBX"""	12	3
file	"""file"""	12	4
HOOL’s	"""HOOL’s"""	12	8
LBX	"""LBX"""	12	8
file	"""file"""	12	3
Unless	"""Unless"""	12	0
LBX	"""LBX"""	12	7
HOOL	"""HOOL"""	12	11
HOOL	"""HOOL"""	12	10
file	"""file"""	12	11
LBX	"""LBX"""	12	0
LBX	"""LBX"""	12	10
HOOL	"""HOOL"""	12	0
HOOL	"""HOOL"""	12	3
HOOL	"""HOOL"""	12	0
Enbridge	"""Enbridge"""	12	3
file	"""file"""	12	3
Unless	"""Unless"""	12	0
file	"""file"""	12	7
Unless	"""Unless"""	12	0
file	"""file"""	12	7
Unless	"""Unless"""	12	0
Genesis	"""Genesis"""	12	7
Genesis	"""Genesis"""	12	2
Genesis	"""Genesis"""	12	0
file	"""file"""	12	0
Genesis	"""Genesis"""	12	0
On	"""On"""	12	3
file	"""file"""	12	2
Subject	"""Subject"""	12	3
file	"""file"""	12	0
construction	"""construction"""	12	0
Unless	"""Unless"""	12	0
At	"""At"""	12	7
construction	"""construction"""	12	4
file	"""file"""	12	0
file	"""file"""	12	0
"""Husky"	"""""Husky"""	12	0
"""Husky"	"""""Husky"""	12	2
"""Husky"	"""""Husky"""	12	3
"""file"	"""""file"""	12	0
Unless	"""Unless"""	12	2
Husky	"""Husky"""	12	7
Husky	"""Husky"""	12	0
Algonquin	"""Algonquin"""	12	0
Algonquin	"""Algonquin"""	12	3
Algonquin	"""Algonquin"""	12	0
file	"""file"""	12	0
Unless	"""Unless"""	12	3
file	"""file"""	12	7
Algonquin	"""Algonquin"""	12	0
Westcoast	"""Westcoast"""	12	5
Unless	"""Unless"""	12	3
Canadian	"""Canadian"""	12	7
Canadian	"""Canadian"""	12	0
file	"""file"""	12	0
Canadian	"""Canadian"""	12	0
construction	"""construction"""	12	0
Unless	"""Unless"""	12	12
construction	"""construction"""	12	7
file	"""file"""	12	2
construction	"""construction"""	12	0
Unless	"""Unless"""	12	12
file	"""file"""	12	7
Unless	"""Unless"""	12	0
file	"""file"""	12	7
Westcoast	"""Westcoast"""	12	0
construction	"""construction"""	12	0
construction	"""construction"""	12	12
construction	"""construction"""	12	12
On	"""On"""	12	0
construction	"""construction"""	12	2
"If,"	"""If,"""	12	0
construction	"""construction"""	12	2
construction	"""construction"""	12	12
construction	"""construction"""	12	2
Unless	"""Unless"""	12	12
construction	"""construction"""	12	7
file	"""file"""	12	2
Unless	"""Unless"""	12	0
For	"""For"""	12	7
TQM	"""TQM"""	12	3
TQM	"""TQM"""	12	3
TQM	"""TQM"""	12	3
TQM	"""TQM"""	12	3
TQM	"""TQM"""	12	3
TQM	"""TQM"""	12	3
	""""""	12	3
TQM	"""TQM"""	12	3
file	"""file"""	12	3
Pouce	"""Pouce"""	12	0
Unless	"""Unless"""	12	0
Unless	"""Unless"""	12	7
file	"""file"""	12	7
Pouce	"""Pouce"""	12	0
Unless	"""Unless"""	12	0
CNRL	"""CNRL"""	12	7
file	"""file"""	12	0
AltaGas	"""AltaGas"""	12	0
Unless	"""Unless"""	12	2
AltaGas	"""AltaGas"""	12	7
AltaGas	"""AltaGas"""	12	12
On	"""On"""	12	3
AltaGas	"""AltaGas"""	12	2
AltaGas	"""AltaGas"""	12	2
AltaGas	"""AltaGas"""	12	0
AltaGas	"""AltaGas"""	12	2
file	"""file"""	12	0
Husky	"""Husky"""	12	0
"""Husky"	"""""Husky"""	12	3
Husky	"""Husky"""	12	2
"""file"	"""""file"""	12	0
Unless	"""Unless"""	12	2
file	"""file"""	12	7
The	"""The"""	12	0
The	"""The"""	12	3
The	"""The"""	12	3
Unless	"""Unless"""	12	3
The	"""The"""	12	7
SanLing	"""SanLing"""	12	3
SanLing	"""SanLing"""	12	4
SanLing	"""SanLing"""	12	0
SanLing	"""SanLing"""	12	3
file	"""file"""	12	3
SanLing	"""SanLing"""	12	0
1057533	"""1057533"""	12	10
1057533	"""1057533"""	12	0
file	"""file"""	12	3
MPLL	"""MPLL"""	12	0
Unless	"""Unless"""	12	3
file	"""file"""	12	7
Unless	"""Unless"""	12	0
Kinder	"""Kinder"""	12	7
file	"""file"""	12	0
file	"""file"""	12	0
Unless	"""Unless"""	12	0
"""Delphi"	"""""Delphi"""	12	7
"""If,"	"""""If,"""	12	2
Delphi	"""Delphi"""	12	2
"""file"	"""""file"""	12	0
Delphi	"""Delphi"""	12	2
Delphi	"""Delphi"""	12	0
"""Delphi"	"""""Delphi"""	12	0
Delphi	"""Delphi"""	12	2
Unless	"""Unless"""	12	0
Delphi	"""Delphi"""	12	7
For	"""For"""	12	12
(2)	"""(2)"""	12	3
(1)	"""(1)"""	12	3
Unless	"""Unless"""	12	3
Westcoast	"""Westcoast"""	12	7
Westcoast	"""Westcoast"""	12	2
6b)	"""6b)"""	12	2
11.	"""11."""	12	2
9.	"""9."""	12	7
Westcoast	"""Westcoast"""	12	2
Westcoast	"""Westcoast"""	12	2
Westcoast	"""Westcoast"""	12	2
5a)Westcoast	"""5a)Westcoast"""	12	2
10.	"""10."""	12	2
5b)	"""5b)"""	12	0
Westcoast	"""Westcoast"""	12	2
Unless	"""Unless"""	12	2
file	"""file"""	12	7
TransCanada	"""TransCanada"""	12	0
DEML	"""DEML"""	12	3
DEML	"""DEML"""	12	10
DEML	"""DEML"""	12	0
file	"""file"""	12	3
DEML	"""DEML"""	12	0
DEML	"""DEML"""	12	4
Unless	"""Unless"""	12	3
DEML	"""DEML"""	12	7
Unless	"""Unless"""	12	8
Bellatrix	"""Bellatrix"""	12	7
Bellatrix	"""Bellatrix"""	12	0
Bellatrix	"""Bellatrix"""	12	0
file	"""file"""	12	0
file	"""file"""	12	0
Enbridge	"""Enbridge"""	12	0
Unless	"""Unless"""	12	0
file	"""file"""	12	7
ConocoPhillips	"""ConocoPhillips"""	12	0
file	"""file"""	12	0
Plains	"""Plains"""	12	0
Plains	"""Plains"""	12	10
Plains	"""Plains"""	12	0
file	"""file"""	12	3
Plains	"""Plains"""	12	0
Plains	"""Plains"""	12	3
Plains	"""Plains"""	12	0
Plains	"""Plains"""	12	3
Plains	"""Plains"""	12	0
Plains	"""Plains"""	12	0
Plains	"""Plains"""	12	0
CPEC	"""CPEC"""	12	0
CPEC	"""CPEC"""	12	0
file	"""file"""	12	0
CPEC	"""CPEC"""	12	0
Unless	"""Unless"""	12	0
Unless	"""Unless"""	12	7
Canadian	"""Canadian"""	12	7
file	"""file"""	12	3
TransCanada	"""TransCanada"""	12	0
Unless	"""Unless"""	12	3
MIPL(C)L	"""MIPL(C)L"""	12	7
MIPL(C)L	"""MIPL(C)L"""	12	3
Unless	"""Unless"""	12	0
MIPL(C)L	"""MIPL(C)L"""	12	7
file	"""file"""	12	0
file	"""file"""	12	0
Unless	"""Unless"""	12	0
Husky	"""Husky"""	12	7
Husky	"""Husky"""	12	0
Husky	"""Husky"""	12	0
Unless	"""Unless"""	12	0
"""ConocoPhillips"	"""""ConocoPhillips"""	12	7
Unless	"""Unless"""	12	5
ConocoPhillips	"""ConocoPhillips"""	12	7
ConocoPhillips	"""ConocoPhillips"""	12	0
"""ConocoPhillips"	"""""ConocoPhillips"""	12	2
ConocoPhillips	"""ConocoPhillips"""	12	2
ConocoPhillips	"""ConocoPhillips"""	12	0
"""ConocoPhillips"	"""""ConocoPhillips"""	12	5
"""On"	"""""On"""	12	2
ConocoPhillips	"""ConocoPhillips"""	12	2
file	"""file"""	12	0
Unless	"""Unless"""	12	0
MPLL	"""MPLL"""	12	7
Enbridge	"""Enbridge"""	12	3
Unless	"""Unless"""	12	0
file	"""file"""	12	7
file	"""file"""	12	0
Unless	"""Unless"""	12	0
Unless	"""Unless"""	12	7
file	"""file"""	12	7
6.	"""6."""	12	0
4.a.	"""4.a."""	12	2
2.c.	"""2.c."""	12	3
4.a.	"""4.a."""	12	3
1.a.	"""1.a."""	12	3
2.b.	"""2.b."""	12	3
7.	"""7."""	12	3
5.d.	"""5.d."""	12	3
c.	"""c."""	12	3
3.a.	"""3.a."""	12	3
4.d.	"""4.d."""	12	3
1.b.	"""1.b."""	12	3
5.	"""5."""	12	3
3.c.	"""3.c."""	12	3
2.a.	"""2.a."""	12	3
d.	"""d."""	12	3
4.e.	"""4.e."""	12	3
The	"""The"""	12	3
3.b.	"""3.b."""	12	3
4.b.	"""4.b."""	12	3
4.c.	"""4.c."""	12	4
4.f.	"""4.f."""	12	3
4.e.	"""4.e."""	12	3
b.	"""b."""	12	3
Kinder	"""Kinder"""	12	3
Kinder	"""Kinder"""	12	0
Kinder	"""Kinder"""	12	3
Unless	"""Unless"""	12	0
file	"""file"""	12	7
Unless	"""Unless"""	12	0
Kinder	"""Kinder"""	12	7
Kinder	"""Kinder"""	12	0
Unless	"""Unless"""	12	0
file	"""file"""	12	7
file	"""file"""	12	0
construction	"""construction"""	12	0
construction	"""construction"""	12	3
Unless	"""Unless"""	12	3
file	"""file"""	12	7
"""4."	"""""4."""	12	0
"""23."	"""""23."""	12	2
21.	"""21."""	12	2
"""20."	"""""20."""	12	3
14.	"""14."""	12	2
32.	"""32."""	12	3
31.	"""31."""	12	7
"""13."	"""""13."""	12	2
"""9."	"""""9."""	12	3
"""12."	"""""12."""	12	12
2.	"""2."""	12	12
3.	"""3."""	12	3
"""11."	"""""11."""	12	0
"""18."	"""""18."""	12	12
"""17."	"""""17."""	12	2
"""7."	"""""7."""	12	2
"""22."	"""""22."""	12	12
"""27."	"""""27."""	12	12
"""28."	"""""28."""	12	3
"""19."	"""""19."""	12	3
1.	"""1."""	12	2
"""29."	"""""29."""	12	0
5.	"""5."""	12	2
"""25."	"""""25."""	12	5
"""26."	"""""26."""	12	12
"""16."	"""""16."""	12	2
"""15."	"""""15."""	12	6
"""6."	"""""6."""	12	12
"""10."	"""""10."""	12	12
"""8."	"""""8."""	12	12
"""30."	"""""30."""	12	12
24.	"""24."""	12	2
construction	"""construction"""	12	0
Unless	"""Unless"""	12	3
file	"""file"""	12	7
Manitoba	"""Manitoba"""	12	0
"""Manitoba"	"""""Manitoba"""	12	0
file	"""file"""	12	12
Manitoba	"""Manitoba"""	12	0
Manitoba	"""Manitoba"""	12	3
Unless	"""Unless"""	12	0
Manitoba	"""Manitoba"""	12	7
CNRL	"""CNRL"""	12	0
CNRL	"""CNRL"""	12	3
file	"""file"""	12	0
CNRL	"""CNRL"""	12	0
file	"""file"""	12	0
file	"""file"""	12	0
